106,BS070,BTL,Y,N,N,N,N,N
107,BS081,BTL,Y,N,N,N,N,N
108,BTL28,BTL,Y,N,N,N,N,N
109,BTL32,BTL,N,Y,N,Y,N,N
110,BTL41,BTL,Y,N,N,N,N,N
111,BTO03,Standard,N,Y,N,N,Y,N
112,BTX48,BTL,Y,N,N,N,N,N
113,BTX61,BTL,Y,Y,N,N,N,N
114,BTX64,BTL,N,N,Y,N,N,N
115,BTX65,BTL,Y,N,N,N,N,N
116,BTX67,BTL,N,N,Y,N,N,N
117,BTX76,BTL,Y,N,N,N,N,N
118,BTX85,BTL,N,Y,N,N,N,N
119,BTZ01,BTL,N,Y,N,Y,N,N
120,BTZ03,BTL,Y,Y,N,N,N,N
121,BTZ04,BTL,N,Y,Y,N,N,N
122,BTZ05,BTL,N,Y,Y,N,N,N
123,BTZ06,BTL,N,Y,N,N,N,N
124,BTZ08,BTL,N,Y,N,N,N,N
125,BTZ09,BTL,N,Y,N,N,N,N
126,BTZ22,BTL,N,Y,N,N,N,N
127,BTZ35,BTL,N,Y,N,N,N,N
128,BTZ64,BTL,N,Y,N,N,N,N
129,BTZ76,BTL,N,Y,N,N,N,N
130,BUY41,BTL,Y,Y,N,N,N,N
131,BUY67,BTL,Y,Y,N,N,N,N
132,BUY68,BTL,N,Y,N,N,N,N
133,COT02,Standard,Y,Y,N,N,N,N
134,CPZ08,Standard,N,N,Y,N,Y,N
135,CPZ09,Standard,N,Y,Y,N,Y,N
136,CPZ10,Standard,N,Y,Y,N,Y,N
137,CPZ13,Standard,N,N,Y,N,Y,N
138,CPZ14,Standard,N,N,Y,N,Y,N
139,CPZ16,Standard,N,Y,Y,N,Y,N
140,CPZ21,Standard,N,N,Y,N,Y,N
141,CPZ26,Standard,N,N,Y,N,Y,N
142,CPZ31,Standard,N,Y,N,N,Y,N
143,CPZ35,Standard,N,N,Y,N,Y,N
144,CPZ37,Standard,N,N,Y,N,Y,N
145,CPZ42,Standard,N,N,Y,N,Y,N
146,CPZ43,Standard,N,N,Y,N,Y,N
147,CPZ46,Standard,N,N,Y,N,Y,N
148,CTF01,Standard,Y,Y,N,N,N,N
149,CTR99,Standard,Y,Y,N,N,N,N
150,DEEDHR,Deedsafe,N,N,N,N,N,N
151,E3816,Equity Release,N,N,N,Y,N,N
152,EDS02,Equity Release,Y,Y,N,N,N,N
153,EDS05,Equity Release,Y,N,N,N,N,N
154,ELS05,Equity Release,Y,N,N,N,N,N
155,FCZ03,Standard,N,N,N,Y,N,N
156,FFL01,Standard,N,Y,N,N,N,N
157,FFL03,Standard,N,Y,N,N,N,N
158,FFL05,Standard,N,Y,N,N,N,N
159,FFL08,Standard,N,Y,N,N,N,N
160,FFL09,Standard,N,Y,N,N,N,N
161,FFL12,Standard,N,Y,N,N,N,N
162,FFL16,Standard,N,Y,N,N,Y,N
163,FFL17,Standard,N,Y,N,N,N,N
164,FFL20,Standard,N,Y,N,N,N,N
165,FFL21,Standard,N,Y,N,N,N,N
166,FFL24,Standard,N,Y,N,N,N,N
167,FFL25,Standard,N,Y,N,N,N,N
168,FFL26,Standard,N,Y,N,N,N,N
169,FFL27,Standard,N,Y,N,N,N,N
170,FFL34,Standard,N,Y,N,N,N,N
171,FFL39,Standard,N,Y,N,N,N,N
172,FFL40,Standard,N,Y,N,N,N,N
173,FFL54,Standard,N,Y,N,N,N,N
174,FFL59,Standard,N,Y,N,N,N,N
175,FFL60,Standard,N,Y,N,N,N,N
176,FFL63,Standard,N,Y,N,N,N,N
177,FFL65,Standard,N,Y,N,N,N,N
178,FFL80,Standard,N,Y,N,N,N,N
179,FFL82,Standard,N,Y,N,N,N,N
180,FFL84,Standard,N,Y,N,N,N,N
181,FFL93,Standard,N,Y,N,N,N,N
182,FFM02,Standard,N,Y,N,N,N,N
183,FFM06,Standard,N,Y,N,N,N,N
184,FFM09,Standard,N,Y,N,N,N,N
185,FFM10,Standard,N,Y,N,N,N,N
186,FFM11,Standard,N,Y,N,N,N,N
187,FFM18,Standard,N,Y,N,N,N,N
188,FFM19,Standard,N,Y,N,N,N,N
189,FFM21,Standard,N,Y,N,N,N,N
190,FFM26,Standard,N,Y,N,N,N,N
191,FFM30,Standard,N,Y,N,N,N,N
192,FFM32,Standard,N,Y,N,N,N,N
193,FFM34,Standard,N,Y,N,N,N,N
194,FFM36,Standard,N,Y,N,N,N,N
195,FFM37,Standard,N,Y,N,N,N,N
196,FFM41,Standard,N,Y,N,N,N,N
197,FFM42,Standard,N,Y,N,N,N,N
198,FFM43,Standard,N,Y,N,N,N,N
199,FFM45,Standard,N,Y,N,N,N,N
200,FFM48,Standard,N,Y,N,N,N,N
201,FFM49,Standard,N,Y,N,N,N,N
202,FFM50,Standard,N,Y,N,N,N,N
203,FFM51,Standard,N,Y,N,N,N,N
204,FFM53,Standard,N,Y,N,N,N,N
205,FFM54,Standard,N,Y,N,N,N,N
206,FFM55,Standard,N,Y,N,N,N,N
207,FFM56,Standard,N,Y,N,N,N,N
208,FFM57,Standard,N,Y,N,N,N,N
209,FFM60,Standard,N,Y,N,N,N,N
210,FFM64,Standard,N,Y,N,N,N,N
211,FFM65,Standard,N,Y,N,N,N,N
212,FFM71,Standard,N,Y,N,N,N,N
213,FFM72,Standard,N,Y,N,N,N,N
214,FFM73,Standard,N,Y,N,N,N,N
215,FFM74,Standard,N,Y,N,N,N,N
216,FFM75,Standard,N,Y,N,N,N,N
217,FFM77,Standard,N,Y,N,N,N,N
218,FFM79,Standard,N,Y,N,N,N,N
219,FFM85,Standard,N,Y,N,N,N,N
220,FFM87,Standard,N,Y,N,N,N,N
221,FFM89,Standard,N,Y,N,N,N,N
222,FFM91,Standard,N,Y,N,N,N,N
223,FFM97,Standard,N,Y,N,N,N,N
224,FFM98,Standard,N,Y,N,N,N,N
225,FFM99,Standard,N,Y,N,N,N,N
226,FFN02,Standard,N,Y,N,N,N,N
227,FFN04,Standard,N,Y,N,N,N,N
228,FFN06,Standard,N,Y,N,N,N,N
229,FFN10,Standard,N,Y,N,N,N,N
230,FFN11,Standard,N,Y,N,N,N,N
231,FFN12,Standard,N,Y,N,N,N,N
232,FFN14,Standard,N,Y,N,N,N,N
233,FFN16,Standard,N,Y,N,N,N,N
234,FFN18,Standard,N,Y,N,N,N,N
235,FGD50,Standard,Y,N,N,N,N,N
236,FGD56,Standard,Y,N,N,N,N,N
237,FGD69,Standard,Y,N,N,N,N,N
238,FGD81,Standard,Y,N,N,N,N,N
239,FGD82,Standard,Y,N,N,N,N,N
240,FGD84,Standard,Y,N,N,N,N,N
241,FGD85,Standard,Y,N,N,N,N,N
242,FGD86,Standard,Y,N,N,N,N,N
243,FGD87,Standard,Y,N,N,N,N,N
244,FGE01,Standard,Y,N,N,N,N,N
245,FGE02,Standard,Y,N,N,N,N,N
246,FGE12,Standard,Y,N,N,N,N,N
247,FGE20,Standard,Y,N,N,N,N,N
248,FGE21,Standard,Y,N,N,N,N,N
249,FGE22,Standard,Y,N,N,N,N,N
250,FGE23,Standard,Y,N,N,N,N,N
251,FGE25,Standard,Y,N,N,N,N,N
252,FGE26,Standard,Y,N,N,N,N,N
253,FGE28,Standard,Y,N,N,N,N,N
254,FGE31,Standard,Y,N,N,N,N,N
255,FGE42,Standard,Y,N,N,N,N,N
256,FGE43,Standard,Y,N,N,N,N,N
257,FGE44,Standard,Y,N,N,N,N,N
258,FGE45,Standard,Y,N,N,N,N,N
259,FGE46,Standard,Y,N,N,N,N,N
260,FGE47,Standard,Y,N,N,N,N,N
261,FGE48,Standard,Y,N,N,N,N,N
262,FGE49,Standard,Y,N,N,N,N,N
263,FGE50,Standard,Y,N,N,N,N,N
264,FGE51,Standard,Y,N,N,N,N,N
265,FGE58,Standard,Y,N,N,N,N,N
266,FGE59,Standard,Y,N,N,N,N,N
267,FGE60,Standard,Y,N,N,N,N,N
268,FGE61,Standard,Y,N,N,N,N,N
269,FGE69,Standard,Y,N,N,N,N,N
270,FGE82,Standard,Y,N,N,N,N,N
271,FGE85,Standard,Y,N,N,N,N,N
272,FGE88,Standard,Y,N,N,N,N,N
273,FGE89,Standard,Y,N,N,N,N,N
274,FGE90,Standard,Y,N,N,N,N,N
275,FGE91,Standard,Y,N,N,N,N,N
276,FGE92,Standard,Y,N,N,N,N,N
277,FGE93,Standard,Y,N,N,N,N,N
278,FGE94,Standard,Y,N,N,N,N,N
279,FGE95,Standard,Y,N,N,N,N,N
280,FGF05,Standard,Y,Y,N,N,N,N
281,FGF14,Standard,Y,Y,N,N,N,N
282,FGF19,Standard,Y,N,N,N,N,N
283,FGF23,Standard,Y,N,N,N,N,N
284,FGF27,Standard,Y,N,N,N,N,N
285,FGF46,Standard,Y,N,N,N,N,N
286,FGF47,Standard,Y,N,N,N,N,N
287,FGF48,Standard,Y,N,N,N,N,N
288,FGF49,Standard,Y,Y,N,N,N,N
289,FGF50,Standard,Y,N,N,N,N,N
290,FGF51,Standard,Y,N,N,N,N,N
291,FGF53,Standard,Y,N,N,N,N,N
292,FGF54,Standard,Y,N,N,N,N,N
293,FGF55,Standard,Y,Y,N,N,N,N
294,FGF56,Standard,Y,N,N,N,N,N
295,FGF57,Standard,Y,N,N,N,N,N
296,FGF67,Standard,Y,N,N,N,N,N
297,FGF68,Standard,Y,N,N,N,N,N
298,FGF70,Standard,Y,N,N,N,N,N
299,FGF71,Standard,Y,N,N,N,N,N
300,FGF73,Standard,Y,N,N,N,N,N
301,FGF88,Standard,Y,N,N,N,N,N
302,FGF90,Standard,Y,N,N,N,N,N
303,FGF91,Standard,Y,Y,N,N,N,N
304,FGF93,Standard,Y,N,N,N,N,N
305,FGG02,Standard,Y,N,N,N,N,N
306,FGG12,Standard,Y,N,N,N,N,N
307,FGG13,Standard,Y,N,N,N,N,N
308,FGG14,Standard,Y,N,N,N,N,N
309,FGG15,Standard,Y,Y,N,N,N,N
310,FGG16,Standard,Y,N,N,N,N,N
311,FGG19,Standard,Y,N,N,N,N,N
312,FGG23,Standard,Y,N,N,N,N,N
313,FGG25,Standard,Y,N,N,N,N,N
314,FGG26,Standard,Y,N,N,N,N,N
315,FGG40,Standard,Y,N,N,N,N,N
316,FGG41,Standard,Y,N,N,N,N,N
317,FGG42,Standard,Y,Y,N,N,N,N
318,FGG43,Standard,Y,N,N,N,N,N
319,FGG46,Standard,Y,N,N,N,N,N
320,FGG49,Standard,Y,N,N,N,N,N
321,FGG55,Standard,Y,N,N,N,N,N
322,FGG56,Standard,Y,N,N,N,N,N
323,FGG58,Standard,Y,N,N,N,N,N
324,FGG59,Standard,Y,N,N,N,N,N
325,FGG60,Standard,Y,Y,N,N,N,N
326,FGG61,Standard,Y,N,N,N,N,N
327,FGG64,Standard,Y,N,N,N,N,N
328,FGG65,Standard,Y,N,N,N,N,N
329,FGG90,Standard,Y,N,N,N,N,N
330,FGG91,Standard,Y,N,N,N,N,N
331,FGG92,Standard,Y,Y,N,N,N,N
332,FGG93,Standard,Y,N,N,N,N,N
333,FGG94,Standard,Y,N,N,N,N,N
334,FGG95,Standard,Y,Y,N,N,N,N
335,FGG96,Standard,Y,N,N,N,N,N
336,FGG97,Standard,Y,N,N,N,N,N
337,FGG99,Standard,Y,N,N,N,N,N
338,FGH01,Standard,Y,N,N,N,N,N
339,FGH02,Standard,Y,Y,N,N,N,N
340,FGH03,Standard,Y,N,N,N,N,N
341,FGH04,Standard,Y,N,N,N,N,N
342,FGH09,Standard,Y,N,N,N,N,N
343,FGH10,Standard,Y,N,N,N,N,N
344,FGH11,Standard,Y,N,N,N,N,N
345,FGH12,Standard,Y,N,N,N,N,N
346,FGH13,Standard,Y,N,N,N,N,N
347,FGH14,Standard,Y,N,N,N,N,N
348,FGH35,Standard,Y,N,N,N,N,N
349,FGH36,Standard,Y,N,N,N,N,N
350,FGH37,Standard,Y,Y,N,N,N,N
351,FGH38,Standard,Y,N,N,N,N,N
352,FGH39,Standard,Y,N,N,N,N,N
353,FGH40,Standard,Y,Y,N,N,N,N
354,FGH41,Standard,Y,N,N,N,N,N
355,FGH42,Standard,Y,N,N,N,N,N
356,FGH44,Standard,Y,N,N,N,N,N
357,FGH45,Standard,Y,N,N,N,N,N
358,FGH47,Standard,Y,N,N,N,N,N
359,FGH48,Standard,Y,N,N,N,N,N
360,FGH50,Standard,Y,N,N,N,N,N
361,FGH51,Standard,Y,N,N,N,N,N
362,FGH53,Standard,Y,N,N,N,N,N
363,FGH54,Standard,Y,N,N,N,N,N
364,FGH55,Standard,Y,N,N,N,N,N
365,FGH83,Standard,Y,N,N,N,N,N
366,FGH84,Standard,Y,N,N,N,N,N
367,FGH85,Standard,Y,Y,N,N,N,N
368,FGH86,Standard,Y,N,N,N,N,N
369,FGH87,Standard,Y,N,N,N,N,N
370,FGH89,Standard,Y,N,N,N,N,N
371,FGH90,Standard,Y,N,N,N,N,N
372,FGH92,Standard,Y,N,N,N,N,N
373,FGH93,Standard,Y,N,N,N,N,N
374,FGH94,Standard,Y,Y,N,N,N,N
375,FGH95,Standard,Y,N,N,N,N,N
376,FGH96,Standard,Y,N,N,N,N,N
377,FGH98,Standard,Y,N,N,N,N,N
378,FGH99,Standard,Y,N,N,N,N,N
379,FGI02,Standard,Y,N,N,N,N,N
380,FGI03,Standard,Y,N,N,N,N,N
381,FGI04,Standard,Y,N,N,N,N,N
382,FGI06,Standard,Y,N,N,N,N,N
383,FGI07,Standard,Y,N,N,N,N,N
384,FGI08,Standard,Y,Y,N,N,N,N
385,FGI09,Standard,Y,N,N,N,N,N
386,FGI10,Standard,Y,N,N,N,N,N
387,FGI11,Standard,Y,Y,N,N,N,N
388,FGI12,Standard,Y,N,N,N,N,N
389,FGI13,Standard,Y,N,N,N,N,N
390,FGI14,Standard,Y,Y,N,N,N,N
391,FGI15,Standard,Y,N,N,N,N,N
392,FGI16,Standard,Y,N,N,N,N,N
393,FGI18,Standard,Y,N,N,N,N,N
394,FGI19,Standard,Y,N,N,N,N,N
395,FGI21,Standard,Y,N,N,N,N,N
396,FGI24,Standard,Y,N,N,N,N,N
397,FGI25,Standard,Y,N,N,N,N,N
398,FGI34,Standard,Y,N,N,N,N,N
399,FGI50,Standard,Y,N,N,N,N,N
400,FGI53,Standard,Y,N,N,N,N,N
401,FGI55,Standard,Y,N,N,N,N,N
402,FGI56,Standard,Y,N,N,N,N,N
403,FGI58,Standard,Y,N,N,N,N,N
404,FGI59,Standard,Y,N,N,N,N,N
405,FGI60,Standard,Y,Y,N,N,N,N
406,FGI61,Standard,Y,N,N,N,N,N
407,FGI62,Standard,Y,N,N,N,N,N
408,FGI65,Standard,Y,N,N,N,N,N
409,FGI67,Standard,Y,N,N,N,N,N
410,FGI68,Standard,Y,N,N,N,N,N
411,FGI69,Standard,Y,N,N,N,N,N
412,FGI71,Standard,Y,N,N,N,N,N
413,FGI72,Standard,Y,N,N,N,N,N
414,FGI73,Standard,Y,N,N,N,N,N
415,FGI90,Standard,Y,N,N,N,N,N
416,FGI91,Standard,Y,N,N,N,N,N
417,FGI92,Standard,Y,Y,N,N,N,N
418,FGI93,Standard,Y,N,N,N,N,N
419,FGI94,Standard,Y,N,N,N,N,N
420,FGI96,Standard,Y,N,N,N,N,N
421,FGI97,Standard,Y,N,N,N,N,N
422,FGI98,Standard,Y,Y,N,N,N,N
423,FGI99,Standard,Y,N,N,N,N,N
424,FHI01,Standard,Y,N,N,N,N,N
425,FHI02,Standard,Y,Y,N,N,N,N
426,FHI06,Standard,Y,N,N,N,N,N
427,FHI07,Standard,Y,N,N,N,N,N
428,FHI08,Standard,Y,Y,N,N,N,N
429,FHI10,Standard,Y,N,N,N,N,N
430,FHI11,Standard,Y,Y,N,N,N,N
431,FHI15,Standard,Y,N,N,N,N,N
432,FHI16,Standard,Y,N,N,N,N,N
433,FHI18,Standard,Y,N,N,N,N,N
434,FHI19,Standard,Y,N,N,N,N,N
435,FHI21,Standard,Y,N,N,N,N,N
436,FHI32,Standard,Y,N,N,N,N,N
437,FHI40,Standard,Y,N,N,N,N,N
438,FHI43,Standard,Y,N,N,N,N,N
439,FHI44,Standard,Y,N,N,N,N,N
440,FHI45,Standard,Y,N,N,N,N,N
441,FHI46,Standard,Y,Y,N,N,N,N
442,FHI48,Standard,Y,N,N,N,N,N
443,FHI50,Standard,Y,N,N,N,N,N
444,FHI51,Standard,Y,N,N,N,N,N
445,FHI52,Standard,Y,Y,N,N,N,N
446,FHI53,Standard,Y,N,N,N,N,N
447,FHI56,Standard,Y,N,N,N,N,N
448,FHI59,Standard,Y,N,N,N,N,N
449,FHI60,Standard,Y,N,N,N,N,N
450,FHI62,Standard,Y,N,N,N,N,N
451,FHI66,Standard,Y,N,N,N,N,N
452,FHI67,Standard,Y,N,N,N,N,N
453,FHI68,Standard,Y,N,N,N,N,N
454,FHI70,Standard,Y,N,N,N,N,N
455,FHI71,Standard,Y,N,N,N,N,N
456,FHI72,Standard,Y,Y,N,N,N,N
457,FHI74,Standard,Y,N,N,N,N,N
458,FHI77,Standard,Y,N,N,N,N,N
459,FHI98,Standard,Y,N,N,N,N,N
460,FHI99,Standard,Y,N,N,N,N,N
461,FHJ01,Standard,Y,N,N,N,N,N
462,FHJ02,Standard,Y,N,N,N,N,N
463,FHJ03,Standard,Y,N,N,N,N,N
464,FHJ04,Standard,Y,Y,N,N,N,N
465,FHJ05,Standard,Y,N,N,N,N,N
466,FHJ06,Standard,Y,N,N,N,N,N
467,FHJ07,Standard,Y,Y,N,N,N,N
468,FHJ08,Standard,Y,N,N,N,N,N
469,FHJ09,Standard,Y,N,N,N,N,N
470,FHJ10,Standard,Y,Y,N,N,N,N
471,FHJ15,Standard,Y,N,N,N,N,N
472,FHJ17,Standard,Y,N,N,N,N,N
473,FHJ18,Standard,Y,N,N,N,N,N
474,FHJ20,Standard,Y,N,N,N,N,N
475,FHJ21,Standard,Y,N,N,N,N,N
476,FHJ22,Standard,Y,N,N,N,N,N
477,FHJ42,Standard,Y,N,N,N,N,N
478,FHJ43,Standard,Y,N,N,N,N,N
479,FHJ44,Standard,Y,N,N,N,N,N
480,FHJ45,Standard,Y,Y,N,N,N,N
481,FHJ47,Standard,Y,N,N,N,N,N
482,FHJ49,Standard,Y,N,N,N,N,N
483,FHJ52,Standard,Y,N,N,N,N,N
484,FHJ53,Standard,Y,N,N,N,N,N
485,FHJ55,Standard,Y,N,N,N,N,N
486,FHJ56,Standard,Y,N,N,N,N,N
487,FHJ57,Standard,Y,Y,N,N,N,N
488,FHJ58,Standard,Y,N,N,N,N,N
489,FHJ59,Standard,Y,N,N,N,N,N
490,FHJ60,Standard,Y,Y,N,N,N,N
491,FHJ61,Standard,Y,N,N,N,N,N
492,FHJ62,Standard,Y,N,N,N,N,N
493,FHJ63,Standard,Y,Y,N,N,N,N
494,FHJ64,Standard,Y,N,N,N,N,N
495,FHJ65,Standard,Y,N,N,N,N,N
496,FHJ67,Standard,Y,N,N,N,N,N
497,FHJ68,Standard,Y,N,N,N,N,N
498,FHJ76,Standard,Y,N,N,N,N,N
499,FHJ80,Standard,Y,N,N,N,N,N
500,FHJ81,Standard,Y,N,N,N,N,N
501,FHJ82,Standard,Y,N,N,N,N,N
502,FHJ83,Standard,Y,N,N,N,N,N
503,FHJ84,Standard,Y,N,N,N,N,N
504,FLE03,Standard,N,Y,N,N,N,N
505,FLE07,Standard,N,Y,N,N,N,N
506,FLE18,Standard,N,Y,N,N,N,N
507,FLE29,Standard,N,Y,N,N,N,Y
508,FLEX1,Standard,N,Y,N,Y,N,N
509,FLEX8,Standard,N,Y,N,Y,N,N
510,FLX03,Standard,N,Y,N,N,N,N
511,FLX04,Standard,N,Y,N,N,N,N
512,FLX14,Standard,N,Y,N,N,N,N
513,FLX16,Standard,N,Y,N,N,N,N
514,FLX25,Standard,N,Y,N,N,N,N
515,FLX30,Standard,N,Y,N,N,N,N
516,FLX31,Standard,N,Y,N,N,N,N
517,FLX42,Standard,N,Y,N,N,N,N
518,FLX44,Standard,N,Y,N,N,N,N
519,FLX52,Standard,N,Y,N,N,N,N
520,FLX54,Standard,N,Y,N,N,N,N
521,FLX55,Standard,N,Y,N,N,N,N
522,FLX56,Standard,N,Y,N,N,N,N
523,FLX58,Standard,N,Y,N,N,N,N
524,FLX59,Standard,N,Y,N,N,N,N
525,FLX61,Standard,N,Y,N,N,N,N
526,FLX62,Standard,N,Y,N,N,N,N
527,FLX63,Standard,N,Y,N,N,N,N
528,FLX65,Standard,N,Y,N,N,N,N
529,FLX67,Standard,N,Y,N,N,N,N
530,FLX68,Standard,N,Y,N,N,N,N
531,FLX70,Standard,N,Y,N,N,N,N
532,FLX72,Standard,N,Y,N,N,N,N
533,FLX73,Standard,N,Y,N,N,N,N
534,FLX74,Standard,N,Y,N,N,N,N
535,FLX75,Standard,N,Y,N,N,N,N
536,FLX77,Standard,N,Y,N,N,N,N
537,FLX78,Standard,N,Y,N,N,N,N
538,FLX79,Standard,N,Y,N,N,N,N
539,FLX80,Standard,N,Y,N,N,N,N
540,FLX83,Standard,N,Y,N,N,N,N
541,FLX89,Standard,N,Y,N,N,N,N
542,FLX90,Standard,N,Y,N,N,N,N
543,FLX92,Standard,N,Y,N,N,N,N
544,FLXC2,Standard,N,N,N,Y,N,N
545,FLXC3,Standard,N,N,N,Y,N,N
546,FLXC4,Standard,N,N,N,Y,N,N
547,FLZ07,Standard,N,Y,N,Y,N,N
548,FLZ08,Standard,N,Y,N,N,N,Y
549,FLZ11,Standard,N,Y,N,Y,N,N
550,FLZ16,Standard,N,Y,N,N,N,N
551,FLZ24,Standard,N,Y,N,Y,N,N
552,FLZ27,Standard,N,Y,N,Y,N,N
553,FLZ33,Standard,N,Y,N,Y,N,N
554,FLZ34,Standard,N,Y,N,Y,N,N
555,FLZ35,Standard,N,Y,N,Y,N,N
556,FLZ43,Standard,N,Y,Y,N,Y,N
557,FLZ46,Standard,N,Y,N,N,N,N
558,FLZ47,Standard,N,Y,N,N,N,N
559,FLZ48,Standard,N,Y,Y,N,Y,N
560,FLZ49,Standard,N,Y,N,Y,N,N
561,FLZ50,Standard,N,Y,N,N,N,N
562,FLZ51,Standard,N,Y,Y,N,Y,N
563,FLZ52,Standard,N,Y,N,N,Y,N
564,FLZ53,Standard,Y,Y,N,N,N,N
565,FLZ54,Standard,Y,Y,N,N,N,N
566,FLZ55,Standard,N,Y,N,N,N,N
567,FLZ57,Standard,N,Y,N,Y,N,N
568,FLZ58,Standard,N,Y,Y,N,Y,N
569,FLZ59,Standard,Y,Y,N,N,N,N
570,FLZ60,Standard,Y,Y,N,N,N,N
571,FLZ61,Standard,Y,Y,N,N,N,N
572,FLZ63,Standard,Y,Y,N,N,N,N
